Country Name,Country Code,Series,Series Code,2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Bangladesh,BGD,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,77.98499,77.83291,85.52715,85.55473,87.88877,92.24265,92.95076,93.29644,94.86243
Barbados,BRB,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,99.6,..,..,..,..,..
Barbados,BRB,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,..,..,99.9,..,..,..,..,..
Belarus,BLR,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,99.61706,..,..,..,..,..,..,..,..,99.75656,..
Belarus,BLR,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,99.82321,..,..,..,..,..,..,..,..,99.85,..
Belgium,BEL,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..
Benin,BEN,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,32.94882,..,..,..,..,..,42.3624,..
Benin,BEN,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,52.49247,..,..,..,..,..,60.94808,..
Bermuda,BMU,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..
Bhutan,BTN,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,55.31756,..,..,..,..,66.56115,..,..
Bhutan,BTN,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,86.05901,..,..,..,..,93.09063,..,..
Bolivia,BOL,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,91.16783,..,92.22615,94.46057,..,..,92.45508,..,..,..,..
Bolivia,BOL,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,99.38397,..,99.00752,98.99588,..,..,99.39917,..,..,..,..
Bosnia and Herzegovina,BIH,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,98.14204,..,96.99177,..,..,..,..,..,..
Bosnia and Herzegovina,BIH,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,99.46231,..,99.66243,..,..,..,..,..,..
Botswana,BWA,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,86.82318,..,..,..,..,..,..
Botswana,BWA,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,..,97.45629,..,..,..,..,..,..
Brazil,BRA,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,90.29821,90.37918,91.41124,91.33785,91.48424,91.72943,92.0479,92.80844,93.07582,93.2275,..
Brazil,BRA,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,98.06554,97.51412,98.48692,98.61966,98.73668,98.84569,98.96375,99.11096,99.15541,99.20417,..
British Virgin Islands,VGB,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..
British Virgin Islands,VGB,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..
Brunei Darussalam,BRN,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,96.08556,..,..,..,..,..,..,97.21411,..
Brunei Darussalam,BRN,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,99.36677,..,..,..,..,..,..,99.70894,..
Bulgaria,BGR,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,98.35245,..,..,..,..,..,..,..,..
Bulgaria,BGR,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,97.86505,..,..,..,..,..,..,..,..
Burkina Faso,BFA,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,34.5994,..,..,..,41.22445,..
Burkina Faso,BFA,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,..,..,50.0963,..,..,..,58.29,..
Burundi,BDI,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,61.51349,..,..,68.37533,..,..
Burundi,BDI,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,..,..,79.55961,..,..,88.22177,..,..
Cabo Verde,CPV,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,85.32779,..,..,86.79029,..,..,..,..
Cabo Verde,CPV,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,98.12897,..,..,98.11131,..,..,..,..
Cambodia,KHM,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,76.13796,..,..,..,..,78.05509,80.52649,..,..,..,..
Cambodia,KHM,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,87.12393,..,..,..,..,90.14187,92.21236,..,..,..,..
Cameroon,CMR,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,71.29051,..,..,..,..,..,..,..,77.07104,..
Cameroon,CMR,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,80.57444,..,..,..,..,..,..,..,85.08,..
Canada,CAN,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..
Canada,CAN,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..
Caribbean small states,CSS,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,90.64427,90.88846,91.08869,91.10729,91.17652,91.34948,91.44356,..,..,..,..
Caribbean small states,CSS,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,95.90667,95.95851,96.06773,96.0912,96.52855,96.65606,96.62038,..,..,..,..
Cayman Islands,CYM,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,36.75261,..,..,..,..,..,..,..,37.39582,..
Central African Republic,CAF,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,36.35627,..,..,..,..,..,..,..,38.26865,..
Central Europe and the Baltics,CEB,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,98.89883,98.91722,98.93425,98.94539,98.95434,98.96629,98.97773,98.99103,..,..,..
Central Europe and the Baltics,CEB,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,99.36371,99.38328,99.40172,99.41957,99.43898,99.45876,99.47612,99.496,..,..,..
Chad,TCD,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,26.00299,22.31155,..,..,..
Chad,TCD,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,38.77242,30.79161,..,..,..
Channel Islands,CHI,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,97.66423,96.8186,96.70301,..,96.26706,..,96.87413,..,96.40228,..,..
Chile,CHL,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,98.87238,98.84012,99.40819,..,99.04828,..,99.35394,..,99.00866,..,..
China,CHN,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,95.12448,..,..,..,..,..,..,..,96.84089,..
China,CHN,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,99.64229,..,..,..,..,..,..,..,99.7836,..
Colombia,COL,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,93.24469,93.37233,93.58053,..,..,94.18625,94.24505,94.65385,..,95.09251,..
Colombia,COL,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,97.93743,98.09842,98.23938,..,..,98.54095,98.53473,98.66831,..,98.85165,..
Comoros,COM,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,49.19614,..,..,..,..,..,58.81702,..
Comoros,COM,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,71.58127,..,..,..,..,..,78.27039,..
"Congo, Dem. Rep.",COD,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,75.01719,..,..,..,77.04268,..,..,..
"Congo, Dem. Rep.",COD,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,83.59755,..,..,..,84.98951,..,..,..
"Congo, Rep.",COG,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,79.31117,..,..,..,..,..,..,80.29876,..
"Congo, Rep.",COG,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,80.91395,..,..,..,..,..,..,82.05479,..
Cook Islands,COK,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..
Cook Islands,COK,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..
Costa Rica,CRI,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,97.40658,..,..,..,..,..,..,97.86379,..
Costa Rica,CRI,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,99.1337,..,..,..,..,..,..,99.43,..
Cote d'Ivoire,CIV,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,40.98163,..,43.90842,..,..,..,47.16535,..
Cote d'Ivoire,CIV,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,48.30996,..,53.02069,..,..,..,58.42015,..
Croatia,HRV,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,99.12536,..,..,..,..,..,..,..,..
Croatia,HRV,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,99.72363,..,..,..,..,..,..,..,..
Cuba,CUB,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,99.75253,..,..,..,..,..,..,..
Cuba,CUB,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,99.87465,..,..,..,..,..,..,..
Curacao,CUW,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..
Cyprus,CYP,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,98.67843,..,..,..,..,..,..,..,..
Cyprus,CYP,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,99.82099,..,..,..,..,..,..,..,..
Czechia,CZE,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,99.83303,..,..,..
Czechia,CZE,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,99.78588,..,..,..
Denmark,DNK,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..
Denmark,DNK,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..
Djibouti,DJI,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..
Djibouti,DJI,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,89.53873,90.10638,90.15518,90.85815,91.76376,91.99121,93.77846,..,..,..
Dominican Republic,DOM,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,96.80575,97.04205,97.02389,97.47243,97.68853,97.61406,98.83941,..,..,..
Early-demographic dividend,EAR,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,74.14258,75.28292,75.288,75.91932,76.4219,77.23737,77.95578,78.5781,79.017,79.35413,79.84099
Early-demographic dividend,EAR,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,87.31527,87.49827,87.72501,88.37219,89.2037,89.86463,90.50688,91.00817,91.33305,91.68253,92.08379
East Asia & Pacific,EAS,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,94.24691,94.26799,94.07524,94.31336,94.42037,94.91773,95.13827,95.27538,95.47143,95.62532,95.77401
East Asia & Pacific,EAS,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,98.71079,98.66478,98.25053,98.28724,98.31574,98.54473,98.59689,98.61837,98.64629,98.65081,98.68928
East Asia & Pacific (excluding high income),EAP,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,94.51883,94.60774,94.45591,94.67794,94.77902,95.19567,95.40923,95.53955,95.72929,95.87912,96.02679
East Asia & Pacific (excluding high income),EAP,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,98.85713,98.84149,98.42478,98.45675,98.48134,98.67299,98.72313,98.74091,98.76678,98.76907,98.80507
East Asia & Pacific (IDA & IBRD countries),TEA,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,94.45156,94.54157,94.38782,94.61258,94.71494,95.13671,95.35287,95.48483,95.67691,95.8286,95.9781
East Asia & Pacific (IDA & IBRD countries),TEA,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,98.84417,98.82807,98.4061,98.4379,98.46219,98.65575,98.70614,98.72389,98.74996,98.75224,98.78876
Ecuador,ECU,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,92.24976,91.85404,91.5869,92.06473,93.29463,94.22264,94.45566,94.35023,92.82979,..,..
Ecuador,ECU,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,98.80065,98.65271,98.69484,98.83163,98.60464,99.09777,99.1262,99.05711,99.25505,..,..
"Egypt, Arab Rep.",EGY,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,72.04785,..,73.86559,72.4425,..,..,..,71.16825,..,..
"Egypt, Arab Rep.",EGY,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,87.50964,..,89.28192,92.02342,..,..,..,88.19256,..,..
El Salvador,SLV,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,84.10289,84.49272,85.49399,..,86.76758,..,87.96985,88.14177,88.48271,89.0086,..
El Salvador,SLV,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,95.02206,96.03446,96.54509,..,97.22419,..,97.94933,98.00859,97.98045,97.97372,..
Equatorial Guinea,GNQ,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,94.37054,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,97.96704,..,..,..,..,..,..,..,..,..
Eritrea,ERI,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,76.57052,..
Eritrea,ERI,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,93.27239,..
Estonia,EST,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,99.88579,..,..,..,..,..,..,..,..
Estonia,EST,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,99.9489,..,..,..,..,..,..,..,..
Eswatini,SWZ,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,83.09829,..,..,..,..,..,..,..,88.41938,..
Eswatini,SWZ,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,93.5023,..,..,..,..,..,..,..,95.46937,..
Ethiopia,ETH,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,51.77118,..,..
Ethiopia,ETH,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,72.75482,..,..
Euro area,EMU,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..
Euro area,EMU,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia,ECS,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,97.41753,97.58095,97.89368,97.99822,98.06864,98.11635,98.16487,98.25479,98.27192,98.33352,98.37897
Europe & Central Asia,ECS,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,99.41684,99.47224,99.50116,99.53741,99.56687,99.59408,99.60965,99.6416,99.65887,99.67011,99.68487
Europe & Central Asia (excluding high income),ECA,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,98.06337,98.37868,98.63469,98.76822,98.81672,98.84981,98.87846,98.99888,98.97246,99.00774,99.04349
Europe & Central Asia (excluding high income),ECA,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,99.35907,99.44012,99.52901,99.58516,99.62598,99.6545,99.68006,99.73519,99.73756,99.75513,99.76877
Europe & Central Asia (IDA & IBRD countries),TEC,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,98.15779,98.42805,98.64799,98.76374,98.80722,98.8376,98.86424,98.96905,98.94835,98.98051,99.01315
Europe & Central Asia (IDA & IBRD countries),TEC,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,99.37462,99.44893,99.53032,99.58257,99.62172,99.64994,99.6751,99.72597,99.72953,99.74617,99.75911
European Union,EUU,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..
European Union,EUU,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,99.08211,..,..
Fiji,FJI,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,99.74434,..,..
Finland,FIN,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..
