Country Name,Country Code,Series,Series Code,2019 [YR2019],2018 [YR2018],2017 [YR2017],2016 [YR2016],2015 [YR2015],2014 [YR2014],2013 [YR2013],2012 [YR2012],2011 [YR2011],2010 [YR2010],2009 [YR2009]
Afghanistan,AFG,"Percentage of graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, both sexes (%)",SE.TER.GRAD.SC.ZS,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Internet users (per 100 people),IT.NET.USER.P2,..,..,13.5,11.2,8.26,7,5.9,5.454545455,5,4,3.55
Afghanistan,AFG,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,64.6766967773438,..,..,..,..,..,..,..,..
Afghanistan,AFG,Initial household funding per tertiary student as a percentage of GDP per capita,UIS.XUNIT.GDPCAP.5T8.FSHH,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Initial household funding per secondary student as a percentage of GDP per capita,UIS.XUNIT.GDPCAP.23.FSHH,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Initial household funding per primary student as a percentage of GDP per capita,UIS.XUNIT.GDPCAP.1.FSHH,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Initial government funding per upper secondary student as a percentage of GDP per capita,UIS.XUNIT.GDPCAP.3.FSGOV,..,..,10.56735,11.03832,8.60254,9.91452,9.13125,7.66068,11.51115,14.47774,..
Afghanistan,AFG,Initial government funding per tertiary student as a percentage of GDP per capita,UIS.XUNIT.GDPCAP.5T8.FSGOV,..,..,..,..,..,42.24158,..,..,74.96866,..,..
Afghanistan,AFG,Initial government funding per secondary student as a percentage of GDP per capita,UIS.XUNIT.GDPCAP.23.FSGOV,..,..,11.3072,11.98575,8.71935,10.09635,9.53921,7.6467,10.59883,10.99348,..
Afghanistan,AFG,Initial government funding per primary student as a percentage of GDP per capita,UIS.XUNIT.GDPCAP.1.FSGOV,..,..,10.25174,10.34081,8.68084,9.83779,9.41579,7.45584,10.29899,9.90851,..
Afghanistan,AFG,Initial government funding per pre-primary student as a percentage of GDP per capita,UIS.XUNIT.GDPCAP.02.FSGOV,..,..,0,0,0,..,0,0,0,0,..
Afghanistan,AFG,Initial government funding per lower secondary student as a percentage of GDP per capita,UIS.XUNIT.GDPCAP.2.FSGOV,..,..,11.71592,12.52158,8.78809,10.20415,9.7912,7.63867,10.13606,9.65494,..
Afghanistan,AFG,"Human Capital Index (HCI): Survival Rate from Age 15-60, Total",HD.HCI.AMRT,..,..,0.7797,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Gross attendance ratio for tertiary education, both sexes (%)",UIS.GAR.5T8,..,..,..,..,12.57863,..,..,..,5.82983,..,..
Afghanistan,AFG,Government expenditure on upper secondary education as a percentage of GDP (%),UIS.XGDP.3.FSGOV,..,..,0.30039,0.30715,0.28985,0.34295,0.3255,0.24172,0.3369,0.33948,..
Afghanistan,AFG,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV,..,..,..,..,0.51942,0.45862,0.40614,0.33182,0.3111,0.31427,..
Afghanistan,AFG,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,..,..,0.90325,0.92321,0.79299,0.93829,0.89054,0.66133,0.92174,0.9288,..
Afghanistan,AFG,"Government expenditure on secondary education, constant US$ (millions)",UIS.X.USCONST.2T3.FSGOV,..,..,182.38186,181.57385,152.51495,177.87882,164.34786,115.57536,142.8649,143.348,..
Afghanistan,AFG,"Government expenditure on tertiary education, constant US$ (millions)",UIS.X.USCONST.5T8.FSGOV,..,..,..,..,99.89986,86.94468,74.95185,57.9892,48.21961,48.50364,..
Afghanistan,AFG,"Government expenditure on upper secondary education, constant US$ (millions)",UIS.X.USCONST.3.FSGOV,..,..,60.655,60.40794,55.74554,65.01626,60.07058,42.2438,52.21838,52.39493,..
Afghanistan,AFG,"Government expenditure on primary education, US$ (millions)",UIS.X.US.1.FSGOV,..,..,362.16755,354.52316,367.46377,447.41375,426.22167,307.90921,382.00443,342.82052,..
Afghanistan,AFG,"Government expenditure on lower secondary education, constant US$ (millions)",UIS.X.USCONST.2.FSGOV,..,..,121.72686,121.1659,96.76941,112.86256,104.27728,73.33156,90.64655,90.95307,..
Afghanistan,AFG,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,819.55782,818.72146,648.13575,756.96205,710.27469,520.88233,616.38566,551.72194,..
Afghanistan,AFG,"Government expenditure on education, constant US$ (millions)",UIS.X.USCONST.FSGOV,..,..,819.55782,831.61456,626.1828,700.52929,637.51755,455.11321,536.59542,537.00997,..
Afghanistan,AFG,GDP per capita (current US$),NY.GDP.PCAP.CD,..,520.896602719135,556.302138508508,547.228110150363,578.466352941708,613.856332882312,637.16504385598,641.872033785411,591.16234645088,543.303041863931,438.076034406941
Afghanistan,AFG,Expenditure on education as % of total government expenditure (%),SE.XPD.TOTL.GB.ZS,..,..,15.66138,16.2117,12.509,14.46593,14.1028,10.3568,16.04843,17.06756,..
Afghanistan,AFG,EDSTATS: Adjusted Primary Math Score,AED.PRIM.MATH,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Duration of compulsory education (years),SE.COM.DURS,9,9,9,9,9,9,9,9,9,9,9
Afghanistan,AFG,EDSTATS: Adjusted Secondary Math Score,AED.SECO.MATH,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,DHS: Secondary completion rate,HH.DHS.SCR,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Current expenditure as % of total expenditure in public institutions (%),SE.XPD.CUR.TOTL.ZS,..,..,..,..,80.40733,80.69691,81.148,84.92229,82.62509,81.68142,..
Afghanistan,AFG,Basic Infrastructure,SE.PRM.INFR,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Annual statutory teacher salaries in public institutions in USD. Primary. 10 years of experience,OECD.TSAL.1.E10,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. 10 years of experience,OECD.TSAL.3.E10,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,All staff compensation as % of total expenditure in public institutions (%),UIS.XSPENDP.FDPUB.FNS,..,..,..,..,71.4471,71.85527,71.17122,74.06401,73.7217,72.37826,..
Albania,ALB,LLECE: 3rd grade students by mathematics proficiency level (%). Level 1,LO.LLECE.MAT3.1,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,LLECE: 3rd grade students by mathematics proficiency level (%). Level 2,LO.LLECE.MAT3.2,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,LLECE: 3rd grade students by mathematics proficiency level (%). Level 3,LO.LLECE.MAT3.3,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,LLECE: 3rd grade students by mathematics proficiency level (%). Level 4,LO.LLECE.MAT3.4,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,LLECE: Distribution of 3rd Grade Mathematics Scores: 90th Percentile Score,LO.LLECE.MAT3.P90,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,LLECE: Distribution of 3rd Grade Mathematics Scores: 75th Percentile Score,LO.LLECE.MAT3.P75,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,LLECE: Distribution of 4th Grade Mathematics Scores: 25th Percentile Score,LO.LLECE.MAT4.P25,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,LLECE: Distribution of 4th Grade Mathematics Scores: 10th Percentile Score,LO.LLECE.MAT4.P10,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"PASEC: 5th grade students above the Knowledge Base Rate on the mathematics scale (above 40% of answers correct) (%), total",LO.PASEC.MAT5.HIG,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"PASEC: 5th grade students at the lowest level of proficiency on the mathematics scale (less than 25% of answers correct) (%), total",LO.PASEC.MAT5.LO,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,PASEC: Average performance gap between 2nd grade students in multigrade and standard classes. Mathematics,LO.PASEC.MAT.2.MG.GAP,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Percentage of graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, both sexes (%)",SE.TER.GRAD.SC.ZS,4.09275,4.30223,4.91702,4.66126,5.28268,..,..,..,4.51705,..,..
Albania,ALB,Internet users (per 100 people),IT.NET.USER.P2,..,..,71.8470405,66.3634447,63.2529327,60.1,57.2,54.65595904,49,45,41.2
Albania,ALB,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,73.3000030517578,..,73.1999969482422,74.0699996948242,73.4274978637695,73.0643005371094,74.5169982910156,77.9699020385742,81.301399230957
Albania,ALB,Initial household funding per tertiary student as a percentage of GDP per capita,UIS.XUNIT.GDPCAP.5T8.FSHH,..,..,..,31.94386,..,..,..,..,..,..,..
Albania,ALB,Initial household funding per secondary student as a percentage of GDP per capita,UIS.XUNIT.GDPCAP.23.FSHH,..,..,..,1.55842,..,..,..,..,..,..,..
Albania,ALB,Initial household funding per primary student as a percentage of GDP per capita,UIS.XUNIT.GDPCAP.1.FSHH,..,..,..,0.7005,..,..,..,..,..,..,..
Albania,ALB,Initial government funding per upper secondary student as a percentage of GDP per capita,UIS.XUNIT.GDPCAP.3.FSGOV,..,..,3.44084,6.13544,3.13227,..,4.00926,..,..,..,..
Albania,ALB,Initial government funding per tertiary student as a percentage of GDP per capita,UIS.XUNIT.GDPCAP.5T8.FSGOV,..,..,13.79124,14.64597,12.88118,..,12.85084,..,..,..,..
Albania,ALB,Initial government funding per secondary student as a percentage of GDP per capita,UIS.XUNIT.GDPCAP.23.FSGOV,..,..,7.98132,9.82258,6.78368,..,5.86682,..,..,..,..
Albania,ALB,Initial government funding per primary student as a percentage of GDP per capita,UIS.XUNIT.GDPCAP.1.FSGOV,..,..,34.19549,..,29.84569,..,..,..,..,..,..
Albania,ALB,Initial government funding per pre-primary student as a percentage of GDP per capita,UIS.XUNIT.GDPCAP.02.FSGOV,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,Initial government funding per lower secondary student as a percentage of GDP per capita,UIS.XUNIT.GDPCAP.2.FSGOV,..,..,11.74709,12.75501,9.70509,..,7.36131,..,..,..,..
Albania,ALB,"Human Capital Index (HCI): Survival Rate from Age 15-60, Total",HD.HCI.AMRT,..,..,0.9365,..,..,..,..,..,..,..,..
Albania,ALB,"Gross attendance ratio for tertiary education, both sexes (%)",UIS.GAR.5T8,..,..,41.80804,..,..,..,..,..,..,..,24.51588
Albania,ALB,Government expenditure on upper secondary education as a percentage of GDP (%),UIS.XGDP.3.FSGOV,..,..,0.15221,0.27813,0.15227,..,0.21386,..,..,..,..
Albania,ALB,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV,..,..,0.68081,0.7567,0.72734,..,0.77613,..,..,..,..
Albania,ALB,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,..,..,0.77878,1.00516,0.74197,..,0.7019,..,..,..,..
Albania,ALB,"Government expenditure on secondary education, constant US$ (millions)",UIS.X.USCONST.2T3.FSGOV,..,..,101.39454,126.07472,90.0779,..,81.90989,..,..,..,..
Albania,ALB,"Government expenditure on tertiary education, constant US$ (millions)",UIS.X.USCONST.5T8.FSGOV,..,..,88.63979,94.91139,88.30125,..,90.5731,..,..,..,..
Albania,ALB,"Government expenditure on upper secondary education, constant US$ (millions)",UIS.X.USCONST.3.FSGOV,..,..,19.81775,34.88567,18.48631,..,24.95639,..,..,..,..
Albania,ALB,"Government expenditure on primary education, US$ (millions)",UIS.X.US.1.FSGOV,..,..,270.89171,..,222.22898,..,..,..,..,..,..
Albania,ALB,"Government expenditure on lower secondary education, constant US$ (millions)",UIS.X.USCONST.2.FSGOV,..,..,81.57679,91.18906,71.59167,..,56.95351,..,..,..,..
Albania,ALB,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,470.23552,469.95096,391.47614,..,452.18862,..,..,..,..
Albania,ALB,"Government expenditure on education, constant US$ (millions)",UIS.X.USCONST.FSGOV,..,..,470.23552,496.95618,417.38178,..,413.02801,..,..,..,..
Albania,ALB,GDP per capita (current US$),NY.GDP.PCAP.CD,..,5268.84850355919,4532.89016212124,4124.10890718622,3952.82945832578,4578.66672031333,4413.0817427964,4247.61427862374,4437.17806741261,4094.36211924475,4114.14015001395
Albania,ALB,Expenditure on education as % of total government expenditure (%),SE.XPD.TOTL.GB.ZS,..,..,12.3908,13.59696,11.3177,..,12.12391,..,..,..,..
Albania,ALB,EDSTATS: Adjusted Primary Math Score,AED.PRIM.MATH,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,Duration of compulsory education (years),SE.COM.DURS,9,9,9,9,9,9,9,9,8,8,8
Albania,ALB,EDSTATS: Adjusted Secondary Math Score,AED.SECO.MATH,..,..,..,..,..,..,..,..,..,43.8335,..
Albania,ALB,DHS: Secondary completion rate,HH.DHS.SCR,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,Current expenditure as % of total expenditure in public institutions (%),SE.XPD.CUR.TOTL.ZS,..,93.88437,91.70054,91.63761,91.94542,..,91.41316,..,..,..,..
Albania,ALB,Basic Infrastructure,SE.PRM.INFR,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,Annual statutory teacher salaries in public institutions in USD. Primary. 10 years of experience,OECD.TSAL.1.E10,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. 10 years of experience,OECD.TSAL.3.E10,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,All staff compensation as % of total expenditure in public institutions (%),UIS.XSPENDP.FDPUB.FNS,..,87.72704,79.78771,72.70929,79.48271,..,79.91885,..,..,..,..
Algeria,DZA,LLECE: 3rd grade students by mathematics proficiency level (%). Level 1,LO.LLECE.MAT3.1,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,LLECE: 3rd grade students by mathematics proficiency level (%). Level 2,LO.LLECE.MAT3.2,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,LLECE: 3rd grade students by mathematics proficiency level (%). Level 3,LO.LLECE.MAT3.3,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,LLECE: 3rd grade students by mathematics proficiency level (%). Level 4,LO.LLECE.MAT3.4,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,LLECE: Distribution of 3rd Grade Mathematics Scores: 90th Percentile Score,LO.LLECE.MAT3.P90,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,LLECE: Distribution of 3rd Grade Mathematics Scores: 75th Percentile Score,LO.LLECE.MAT3.P75,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,LLECE: Distribution of 4th Grade Mathematics Scores: 25th Percentile Score,LO.LLECE.MAT4.P25,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,LLECE: Distribution of 4th Grade Mathematics Scores: 10th Percentile Score,LO.LLECE.MAT4.P10,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"PASEC: 5th grade students above the Knowledge Base Rate on the mathematics scale (above 40% of answers correct) (%), total",LO.PASEC.MAT5.HIG,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"PASEC: 5th grade students at the lowest level of proficiency on the mathematics scale (less than 25% of answers correct) (%), total",LO.PASEC.MAT5.LO,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,PASEC: Average performance gap between 2nd grade students in multigrade and standard classes. Mathematics,LO.PASEC.MAT.2.MG.GAP,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Percentage of graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, both sexes (%)",SE.TER.GRAD.SC.ZS,..,9.56984,..,11.84467,11.14256,..,..,..,7.83222,9.69216,7.64799
Algeria,DZA,Internet users (per 100 people),IT.NET.USER.P2,..,59.57968476,47.69105515,42.94552688,38.2,29.5,22.5,18.2,14.9,12.5,11.23
Algeria,DZA,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Initial household funding per tertiary student as a percentage of GDP per capita,UIS.XUNIT.GDPCAP.5T8.FSHH,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Initial household funding per secondary student as a percentage of GDP per capita,UIS.XUNIT.GDPCAP.23.FSHH,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Initial household funding per primary student as a percentage of GDP per capita,UIS.XUNIT.GDPCAP.1.FSHH,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Initial government funding per upper secondary student as a percentage of GDP per capita,UIS.XUNIT.GDPCAP.3.FSGOV,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Initial government funding per tertiary student as a percentage of GDP per capita,UIS.XUNIT.GDPCAP.5T8.FSGOV,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Initial government funding per secondary student as a percentage of GDP per capita,UIS.XUNIT.GDPCAP.23.FSGOV,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Initial government funding per primary student as a percentage of GDP per capita,UIS.XUNIT.GDPCAP.1.FSGOV,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Initial government funding per pre-primary student as a percentage of GDP per capita,UIS.XUNIT.GDPCAP.02.FSGOV,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Initial government funding per lower secondary student as a percentage of GDP per capita,UIS.XUNIT.GDPCAP.2.FSGOV,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Human Capital Index (HCI): Survival Rate from Age 15-60, Total",HD.HCI.AMRT,..,..,0.907,..,..,..,..,..,..,..,..
Algeria,DZA,"Gross attendance ratio for tertiary education, both sexes (%)",UIS.GAR.5T8,..,..,..,..,..,..,25.79454,..,..,..,..
Algeria,DZA,Government expenditure on upper secondary education as a percentage of GDP (%),UIS.XGDP.3.FSGOV,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Government expenditure on secondary education, constant US$ (millions)",UIS.X.USCONST.2T3.FSGOV,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Government expenditure on tertiary education, constant US$ (millions)",UIS.X.USCONST.5T8.FSGOV,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Government expenditure on upper secondary education, constant US$ (millions)",UIS.X.USCONST.3.FSGOV,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Government expenditure on primary education, US$ (millions)",UIS.X.US.1.FSGOV,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Government expenditure on lower secondary education, constant US$ (millions)",UIS.X.USCONST.2.FSGOV,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Government expenditure on education, constant US$ (millions)",UIS.X.USCONST.FSGOV,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,..,4114.71506136896,4044.29837226523,3946.4214445883,4177.86751715913,5493.02558996263,5499.58148704572,5592.32609806051,5455.74133764262,4480.72453900113,3883.37814284703
Algeria,DZA,Expenditure on education as % of total government expenditure (%),SE.XPD.TOTL.GB.ZS,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,EDSTATS: Adjusted Primary Math Score,AED.PRIM.MATH,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Duration of compulsory education (years),SE.COM.DURS,10,10,10,10,10,10,10,10,10,10,10
Algeria,DZA,EDSTATS: Adjusted Secondary Math Score,AED.SECO.MATH,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,DHS: Secondary completion rate,HH.DHS.SCR,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Current expenditure as % of total expenditure in public institutions (%),SE.XPD.CUR.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Basic Infrastructure,SE.PRM.INFR,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Annual statutory teacher salaries in public institutions in USD. Primary. 10 years of experience,OECD.TSAL.1.E10,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. 10 years of experience,OECD.TSAL.3.E10,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,All staff compensation as % of total expenditure in public institutions (%),UIS.XSPENDP.FDPUB.FNS,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,LLECE: 3rd grade students by mathematics proficiency level (%). Level 1,LO.LLECE.MAT3.1,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,LLECE: 3rd grade students by mathematics proficiency level (%). Level 2,LO.LLECE.MAT3.2,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,LLECE: 3rd grade students by mathematics proficiency level (%). Level 3,LO.LLECE.MAT3.3,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,LLECE: 3rd grade students by mathematics proficiency level (%). Level 4,LO.LLECE.MAT3.4,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,LLECE: Distribution of 3rd Grade Mathematics Scores: 90th Percentile Score,LO.LLECE.MAT3.P90,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,LLECE: Distribution of 3rd Grade Mathematics Scores: 75th Percentile Score,LO.LLECE.MAT3.P75,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,LLECE: Distribution of 4th Grade Mathematics Scores: 25th Percentile Score,LO.LLECE.MAT4.P25,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,LLECE: Distribution of 4th Grade Mathematics Scores: 10th Percentile Score,LO.LLECE.MAT4.P10,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"PASEC: 5th grade students above the Knowledge Base Rate on the mathematics scale (above 40% of answers correct) (%), total",LO.PASEC.MAT5.HIG,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"PASEC: 5th grade students at the lowest level of proficiency on the mathematics scale (less than 25% of answers correct) (%), total",LO.PASEC.MAT5.LO,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,PASEC: Average performance gap between 2nd grade students in multigrade and standard classes. Mathematics,LO.PASEC.MAT.2.MG.GAP,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Percentage of graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, both sexes (%)",SE.TER.GRAD.SC.ZS,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Internet users (per 100 people),IT.NET.USER.P2,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Initial household funding per tertiary student as a percentage of GDP per capita,UIS.XUNIT.GDPCAP.5T8.FSHH,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Initial household funding per secondary student as a percentage of GDP per capita,UIS.XUNIT.GDPCAP.23.FSHH,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Initial household funding per primary student as a percentage of GDP per capita,UIS.XUNIT.GDPCAP.1.FSHH,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Initial government funding per upper secondary student as a percentage of GDP per capita,UIS.XUNIT.GDPCAP.3.FSGOV,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Initial government funding per tertiary student as a percentage of GDP per capita,UIS.XUNIT.GDPCAP.5T8.FSGOV,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Initial government funding per secondary student as a percentage of GDP per capita,UIS.XUNIT.GDPCAP.23.FSGOV,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Initial government funding per primary student as a percentage of GDP per capita,UIS.XUNIT.GDPCAP.1.FSGOV,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Initial government funding per pre-primary student as a percentage of GDP per capita,UIS.XUNIT.GDPCAP.02.FSGOV,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Initial government funding per lower secondary student as a percentage of GDP per capita,UIS.XUNIT.GDPCAP.2.FSGOV,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Human Capital Index (HCI): Survival Rate from Age 15-60, Total",HD.HCI.AMRT,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Gross attendance ratio for tertiary education, both sexes (%)",UIS.GAR.5T8,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Government expenditure on upper secondary education as a percentage of GDP (%),UIS.XGDP.3.FSGOV,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Government expenditure on secondary education, constant US$ (millions)",UIS.X.USCONST.2T3.FSGOV,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Government expenditure on tertiary education, constant US$ (millions)",UIS.X.USCONST.5T8.FSGOV,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Government expenditure on upper secondary education, constant US$ (millions)",UIS.X.USCONST.3.FSGOV,..,..,..,..,..,..,..,..,..,..,..
